email,full_name,role,password
st07c14@school.mn,Анударь Наран,student,123456
st07c15@school.mn,Болдбаатар Тэмүү,student,123456
st07c16@school.mn,Тэнүүн Шинэ,student,123456
st07c17@school.mn,Сарнай Зориг,student,123456
st07c18@school.mn,Гантулга Жаргал,student,123456
st07c19@school.mn,Мөнх-Оргил Зам,student,123456
st07c20@school.mn,Жавхлан Хишиг,student,123456
st07c21@school.mn,Цогтгэрэл Ган,student,123456
st07c22@school.mn,Очирбат Алтан,student,123456
st07c23@school.mn,Саруул Сүх,student,123456
st07c24@school.mn,Болормаа Тэнгэр,student,123456
st07c25@school.mn,Цэрэннадмид Ган,student,123456
st08a01@school.mn,Шинэцэцэг Тайван,student,123456
st08a02@school.mn,Баярмаа Оргил,student,123456
st08a03@school.mn,Хүслэн Саруул,student,123456
st08a04@school.mn,Золбоо Эрдэнэ,student,123456
st08a05@school.mn,Саруул Ирээдүй,student,123456
st08a06@school.mn,Цэрэннадмид Тэмүүлэл,student,123456
st08a07@school.mn,Удвал Дөл,student,123456
st08a08@school.mn,Болормаа Сар,student,123456
st08a09@school.mn,Баярсайхан Дөл,student,123456
st08a10@school.mn,Төгөлдөр Тэмүү,student,123456
st08a11@school.mn,Цогтгэрэл Илч,student,123456
st08a12@school.mn,Эрдэнэбат Зам,student,123456
st08a13@school.mn,Хулан Итгэл,student,123456
st08a14@school.mn,Урангоо Жаргал,student,123456
st08a15@school.mn,Мөнхзул Жаргал,student,123456
st08a16@school.mn,Энх-Амгалан Бат,student,123456
st08a17@school.mn,Энх-Амгалан Тэнгэр,student,123456
st08a18@school.mn,Болормаа Саруул,student,123456
st08a19@school.mn,Түмэнжаргал Баяр,student,123456
st08a20@school.mn,Жаргалсайхан Цэцэг,student,123456
st08a21@school.mn,Баярсайхан Бат,student,123456
st08a22@school.mn,Энхбат Мөнх,student,123456
st08a23@school.mn,Анударь Сод,student,123456
st08a24@school.mn,Идэрбат Хишиг,student,123456
st08a25@school.mn,Алтансүх Баяр,student,123456
st08b01@school.mn,Сарнай Зам,student,123456
st08b02@school.mn,Пүрэвдорж Отгон,student,123456
st08b03@school.mn,Сүхбат Тулга,student,123456
st08b04@school.mn,Болдбаатар Мандах,student,123456
st08b05@school.mn,Билгүүн Тулга,student,123456
st08b06@school.mn,Нандин Хишиг,student,123456
st08b07@school.mn,Отгонжаргал Баяр,student,123456
st08b08@school.mn,Очирбат Хонгор,student,123456
st08b09@school.mn,Алтансүх Номун,student,123456
st08b10@school.mn,Хулан Хөгжил,student,123456
st08b11@school.mn,Нарангэрэл Түмэн,student,123456
st08b12@school.mn,Уянга Номун,student,123456
st08b13@school.mn,Отгонбаяр Энх,student,123456
st08b14@school.mn,Уянга Жаргал,student,123456
st08b15@school.mn,Энхжин Ухаан,student,123456
st08b16@school.mn,Амин-Эрдэнэ Илч,student,123456
st08b17@school.mn,Амаржаргал Түмэн,student,123456
st08b18@school.mn,Гэрэлтуяа Энх,student,123456
st08b19@school.mn,Сарнай Ирээдүй,student,123456
st08b20@school.mn,Амин-Эрдэнэ Хүч,student,123456
st08b21@school.mn,Энхбат Илч,student,123456
st08b22@school.mn,Билгүүн Хүч,student,123456
st08b23@school.mn,Саруул Очир,student,123456
st08b24@school.mn,Болормаа Дөл,student,123456
st08b25@school.mn,Мөнхзул Саруул,student,123456
st08c01@school.mn,Жавхлан Цолмон,student,123456
st08c02@school.mn,Гэрэлмаа Амар,student,123456
st08c03@school.mn,Цэрэннадмид Жаргал,student,123456
st08c04@school.mn,Наранчимэг Итгэл,student,123456
st08c05@school.mn,Оюун-Эрдэнэ Оюун,student,123456
st08c06@school.mn,Анударь Амар,student,123456
st08c07@school.mn,Эрдэнэсайхан Тэнгэр,student,123456
st08c08@school.mn,Марал Тэмүүлэл,student,123456
st08c09@school.mn,Мөнх-Оргил Итгэл,student,123456
st08c10@school.mn,Даваажав Хүч,student,123456
st08c11@school.mn,Даваажав Номун,student,123456
st08c12@school.mn,Бат-Эрдэнэ Сод,student,123456
st08c13@school.mn,Мишээл Чимэг,student,123456
st08c14@school.mn,Мөнх-Оргил Тэнгэр,student,123456
st08c15@school.mn,Эрдэнэчимэг Мөнх,student,123456
st08c16@school.mn,Эрдэнэчимэг Итгэл,student,123456
st08c17@school.mn,Жаргалсайхан Оргил,student,123456
st08c18@school.mn,Хулан Амар,student,123456
st08c19@school.mn,Баярмаа Хөгжил,student,123456
st08c20@school.mn,Нарангэрэл Зам,student,123456
st08c21@school.mn,Болдбаатар Илч,student,123456
st08c22@school.mn,Энх-Амгалан Эрдэм,student,123456
st08c23@school.mn,Алтансүх Дөл,student,123456
st08c24@school.mn,Одонтуяа Мөнх,student,123456
st08c25@school.mn,Пүрэвдорж Хүч,student,123456
st09a01@school.mn,Хүслэн Ган,student,123456
st09a02@school.mn,Лхагвадорж Баяр,student,123456
st09a03@school.mn,Батцэцэг Төгс,student,123456
st09a04@school.mn,Наранчимэг Сод,student,123456
st09a05@school.mn,Мөнгөнцэцэг Төгс,student,123456
st09a06@school.mn,Цэлмэг Наран,student,123456
st09a07@school.mn,Удвал Нандин,student,123456
st09a08@school.mn,Болдбаатар Жаргал,student,123456
st09a09@school.mn,Хулан Төгс,student,123456
st09a10@school.mn,Наранчимэг Уянга,student,123456
st09a11@school.mn,Гэрэлмаа Гэрэл,student,123456
st09a12@school.mn,Идэрбат Хас,student,123456
st09a13@school.mn,Эрдэнэбат Энх,student,123456
st09a14@school.mn,Эрдэнэбат Ирээдүй,student,123456
st09a15@school.mn,Эрдэнэбат Ухаан,student,123456
st09a16@school.mn,Цогтгэрэл Мөнх,student,123456
st09a17@school.mn,Сарнай Сүх,student,123456
st09a18@school.mn,Очирбат Эрдэнэ,student,123456
st09a19@school.mn,Гантулга Ган,student,123456
st09a20@school.mn,Солонго Нандин,student,123456
st09a21@school.mn,Тэмүүжин Мөнх,student,123456
st09a22@school.mn,Энэрэл Алтан,student,123456
st09a23@school.mn,Цэлмэг Оюун,student,123456
st09a24@school.mn,Нарангэрэл Эрдэм,student,123456
st09a25@school.mn,Энэрэл Цэцэг,student,123456
st09b01@school.mn,Анударь Тэмүүлэл,student,123456
st09b02@school.mn,Оюун-Эрдэнэ Тулга,student,123456
st09b03@school.mn,Тэнүүн Болд,student,123456
st09b04@school.mn,Алтансүх Хишиг,student,123456
st09b05@school.mn,Гэрэлтуяа Гэрэл,student,123456
st09b06@school.mn,Эрдэнэсайхан Хөгжил,student,123456
st09b07@school.mn,Мөнгөнцэцэг Эрдэнэ,student,123456
st09b08@school.mn,Цэрэннадмид Оюун,student,123456
st09b09@school.mn,Хишигжаргал Саруул,student,123456
st09b10@school.mn,Мөнхзул Сар,student,123456
st09b11@school.mn,Ганчимэг Түмэн,student,123456
st09b12@school.mn,Энхжин Туяа,student,123456
st09b13@school.mn,Солонго Илч,student,123456
st09b14@school.mn,Пүрэвдорж Номун,student,123456
st09b15@school.mn,Гэрэлмаа Ухаан,student,123456
st09b16@school.mn,Билгүүн Амар,student,123456
st09b17@school.mn,Анударь Сүх,student,123456
st09b18@school.mn,Ганчимэг Наран,student,123456
st09b19@school.mn,Энхбат Болд,student,123456
st09b20@school.mn,Ганчимэг Очир,student,123456
st09b21@school.mn,Батцэцэг Ган,student,123456
st09b22@school.mn,Тунгалаг Ган,student,123456
st09b23@school.mn,Жавхлан Ухаан,student,123456
st09b24@school.mn,Отгонбаяр Чимэг,student,123456
st09b25@school.mn,Батзориг Хөгжил,student,123456
st09c01@school.mn,Амаржаргал Хөгжил,student,123456
st09c02@school.mn,Сүхбат Мөнх,student,123456
st09c03@school.mn,Нямдорж Туяа,student,123456
st09c04@school.mn,Хүслэн Болд,student,123456
st09c05@school.mn,Цогтгэрэл Саруул,student,123456
st09c06@school.mn,Сүхбат Амар,student,123456
st09c07@school.mn,Номин Шинэ,student,123456
st09c08@school.mn,Энх-Амгалан Зам,student,123456
st09c09@school.mn,Золбоо Ирээдүй,student,123456
st09c10@school.mn,Тэмүүжин Төгс,student,123456
st09c11@school.mn,Идэрбат Түмэн,student,123456
st09c12@school.mn,Очирбат Итгэл,student,123456
st09c13@school.mn,Энхбат Сод,student,123456
st09c14@school.mn,Ганзориг Туяа,student,123456
st09c15@school.mn,Эрдэнэсайхан Зам,student,123456
st09c16@school.mn,Гантулга Хонгор,student,123456
st09c17@school.mn,Баярсайхан Түмэн,student,123456
st09c18@school.mn,Түмэнжаргал Амар,student,123456
st09c19@school.mn,Баярсайхан Болд,student,123456
st09c20@school.mn,Гэрэлтуяа Тэнгэр,student,123456
st09c21@school.mn,Тэнүүн Зориг,student,123456
st09c22@school.mn,Сарнай Оюун,student,123456
st09c23@school.mn,Болормаа Хонгор,student,123456
st09c24@school.mn,Энхжин Алтан,student,123456
st09c25@school.mn,Солонго Мандах,student,123456
st10a01@school.mn,Мишээл Тэмүүлэл,student,123456
st10a02@school.mn,Баярмаа Мөнх,student,123456
st10a03@school.mn,Нарангэрэл Хишиг,student,123456
st10a04@school.mn,Тэнүүн Дөл,student,123456
st10a05@school.mn,Золбоо Нандин,student,123456
st10a06@school.mn,Золбоо Уянга,student,123456
st10a07@school.mn,Энхтүвшин Хонгор,student,123456
st10a08@school.mn,Саруул Отгон,student,123456
st10a09@school.mn,Баярмаа Цолмон,student,123456
st10a10@school.mn,Золбоо Саруул,student,123456
st10a11@school.mn,Сүхбат Цолмон,student,123456
st10a12@school.mn,Батцэцэг Цолмон,student,123456
st10a13@school.mn,Тунгалаг Саруул,student,123456
st10a14@school.mn,Батцэцэг Бат,student,123456
st10a15@school.mn,Отгонжаргал Гэрэл,student,123456
st10a16@school.mn,Тунгалаг Эрдэм,student,123456
st10a17@school.mn,Цэрэннадмид Сод,student,123456
st10a18@school.mn,Отгонбаяр Ган,student,123456
st10a19@school.mn,Тэмүүжин Хонгор,student,123456
st10a20@school.mn,Одонтуяа Алтан,student,123456
st10a21@school.mn,Мөнх-Оргил Очир,student,123456
st10a22@school.mn,Баярсайхан Мөнгөн,student,123456
st10a23@school.mn,Энэрэл Нандин,student,123456
st10a24@school.mn,Тэнүүн Отгон,student,123456
st10a25@school.mn,Золбоо Хөгжил,student,123456
st10b01@school.mn,Нямдорж Шинэ,student,123456
st10b02@school.mn,Саруул Алтан,student,123456
st10b03@school.mn,Мөнх-Оргил Төгс,student,123456
st10b04@school.mn,Хулан Оюун,student,123456
st10b05@school.mn,Хүслэн Алтан,student,123456
st10b06@school.mn,Отгонбаяр Тулга,student,123456
st10b07@school.mn,Хонгорзул Сар,student,123456
st10b08@school.mn,Цэрэннадмид Зам,student,123456
st10b09@school.mn,Пүрэвдорж Чимэг,student,123456
st10b10@school.mn,Түмэнжаргал Хүч,student,123456
st10b11@school.mn,Идэрбат Ирээдүй,student,123456
st10b12@school.mn,Сарнай Эрдэм,student,123456
st10b13@school.mn,Хулан Ирээдүй,student,123456
st10b14@school.mn,Хонгорзул Туяа,student,123456
st10b15@school.mn,Амаржаргал Номун,student,123456
st10b16@school.mn,Жаргалсайхан Бат,student,123456
st10b17@school.mn,Билгүүн Түмэн,student,123456
st10b18@school.mn,Урангоо Ухаан,student,123456
st10b19@school.mn,Гантулга Эрдэм,student,123456
st10b20@school.mn,Баярмаа Сар,student,123456
st10b21@school.mn,Хулан Хүч,student,123456
st10b22@school.mn,Төгөлдөр Хүч,student,123456
st10b23@school.mn,Жаргалсайхан Туяа,student,123456
st10b24@school.mn,Бат-Эрдэнэ Сар,student,123456
st10b25@school.mn,Шинэцэцэг Зориг,student,123456
st10c01@school.mn,Энэрэл Тулга,student,123456
st10c02@school.mn,Одонтуяа Баяр,student,123456
st10c03@school.mn,Мөнхзул Хөгжил,student,123456
st10c04@school.mn,Эрдэнэсайхан Итгэл,student,123456
st10c05@school.mn,Цэлмэг Тэмүүлэл,student,123456
st10c06@school.mn,Болдбаатар Тулга,student,123456
st10c07@school.mn,Мөнхзул Отгон,student,123456
st10c08@school.mn,Төгөлдөр Гэрэл,student,123456
st10c09@school.mn,Цогтгэрэл Тулга,student,123456
st10c10@school.mn,Удвал Цолмон,student,123456
st10c11@school.mn,Цэлмэг Ган,student,123456
st10c12@school.mn,Төгөлдөр Энх,student,123456
st10c13@school.mn,Батзориг Түмэн,student,123456
st10c14@school.mn,Энхтүвшин Отгон,student,123456
st10c15@school.mn,Баярсайхан Хөгжил,student,123456
st10c16@school.mn,Мөнхзул Номун,student,123456
st10c17@school.mn,Цогтгэрэл Отгон,student,123456
st10c18@school.mn,Одонтуяа Очир,student,123456
st10c19@school.mn,Хишигжаргал Уянга,student,123456
st10c20@school.mn,Энэрэл Отгон,student,123456
st10c21@school.mn,Оюун-Эрдэнэ Шинэ,student,123456
st10c22@school.mn,Нямдорж Нандин,student,123456
st10c23@school.mn,Баярсайхан Эрдэм,student,123456
st10c24@school.mn,Номин Ухаан,student,123456
st10c25@school.mn,Эрдэнэбат Мөнх,student,123456
st11a01@school.mn,Мөнх-Оргил Хүч,student,123456
st11a02@school.mn,Түмэнжаргал Итгэл,student,123456
st11a03@school.mn,Цэлмэг Мандах,student,123456
st11a04@school.mn,Ганзориг Тэмүү,student,123456
st11a05@school.mn,Тэмүүжин Болд,student,123456
st11a06@school.mn,Эрдэнэсайхан Тэмүүлэл,student,123456
st11a07@school.mn,Анударь Тэнгэр,student,123456
st11a08@school.mn,Сүхбат Итгэл,student,123456
st11a09@school.mn,Мөнхзул Зам,student,123456
st11a10@school.mn,Мөнгөнцэцэг Отгон,student,123456
st11a11@school.mn,Тэмүүжин Тэмүүлэл,student,123456
st11a12@school.mn,Наранчимэг Отгон,student,123456
st11a13@school.mn,Цэрэннадмид Ирээдүй,student,123456
st11a14@school.mn,Бат-Эрдэнэ Түмэн,student,123456
st11a15@school.mn,Батцэцэг Оргил,student,123456
st11a16@school.mn,Наранчимэг Чимэг,student,123456
st11a17@school.mn,Бат-Эрдэнэ Төгс,student,123456
st11a18@school.mn,Цэрэннадмид Амар,student,123456
st11a19@school.mn,Ганчимэг Хас,student,123456
st11a20@school.mn,Жавхлан Итгэл,student,123456
st11a21@school.mn,Саруул Уянга,student,123456
st11a22@school.mn,Дөлгөөн Уянга,student,123456
st11a23@school.mn,Болдбаатар Итгэл,student,123456
st11a24@school.mn,Мөнгөнцэцэг Тулга,student,123456
st11a25@school.mn,Тэмүүлэн Дөл,student,123456
st11b01@school.mn,Жавхлан Сар,student,123456
st11b02@school.mn,Хонгорзул Чимэг,student,123456
st11b03@school.mn,Мөнгөнцэцэг Оюун,student,123456
st11b04@school.mn,Түмэнжаргал Сод,student,123456
st11b05@school.mn,Ганчимэг Гэрэл,student,123456
st11b06@school.mn,Билгүүн Нандин,student,123456
st11b07@school.mn,Төгөлдөр Мандах,student,123456
st11b08@school.mn,Мөнхзул Дөл,student,123456
st11b09@school.mn,Алтансүх Мөнгөн,student,123456
st11b10@school.mn,Хулан Мандах,student,123456
st11b11@school.mn,Сарнай Нандин,student,123456
st11b12@school.mn,Эрдэнэчимэг Түмэн,student,123456
st11b13@school.mn,Ганзориг Сар,student,123456
st11b14@school.mn,Дөлгөөн Жаргал,student,123456
st11b15@school.mn,Удвал Зам,student,123456
st11b16@school.mn,Цэрэннадмид Илч,student,123456
st11b17@school.mn,Анударь Очир,student,123456
st11b18@school.mn,Эрдэнэсайхан Сүх,student,123456
st11b19@school.mn,Түмэнжаргал Болд,student,123456
st11b20@school.mn,Сарнай Болд,student,123456
st11b21@school.mn,Энхтүвшин Жаргал,student,123456
st11b22@school.mn,Түмэнжаргал Оргил,student,123456
st11b23@school.mn,Пүрэвдорж Зам,student,123456
st11b24@school.mn,Пүрэвдорж Бат,student,123456
st11b25@school.mn,Энхтүвшин Сод,student,123456
st11c01@school.mn,Даваажав Цэцэг,student,123456
st11c02@school.mn,Жаргалсайхан Ирээдүй,student,123456
st11c03@school.mn,Удвал Бат,student,123456
st11c04@school.mn,Баярсайхан Цэцэг,student,123456
st11c05@school.mn,Батзориг Очир,student,123456
st11c06@school.mn,Амаржаргал Туяа,student,123456
st11c07@school.mn,Энхтүвшин Номун,student,123456
st11c08@school.mn,Наранчимэг Бат,student,123456
st11c09@school.mn,Энэрэл Төгс,student,123456
st11c10@school.mn,Мөнгөнцэцэг Тэнгэр,student,123456
st11c11@school.mn,Хонгорзул Ган,student,123456
st11c12@school.mn,Урангоо Сар,student,123456
st11c13@school.mn,Сарнай Номун,student,123456
st11c14@school.mn,Мөнхзул Шинэ,student,123456
st11c15@school.mn,Мөнхзул Хас,student,123456
st11c16@school.mn,Ганзориг Оюун,student,123456
st11c17@school.mn,Золбоо Шинэ,student,123456
st11c18@school.mn,Сүхбат Отгон,student,123456
st11c19@school.mn,Баярсайхан Хас,student,123456
st11c20@school.mn,Тэмүүжин Цолмон,student,123456
st11c21@school.mn,Батцэцэг Баяр,student,123456
st11c22@school.mn,Нарангэрэл Сод,student,123456
st11c23@school.mn,Уянга Сод,student,123456
st11c24@school.mn,Уянга Ган,student,123456
st11c25@school.mn,Пүрэвдорж Гэрэл,student,123456
st12a01@school.mn,Цогтгэрэл Мандах,student,123456
st12a02@school.mn,Энхжин Хишиг,student,123456
st12a03@school.mn,Пүрэвдорж Энх,student,123456
st12a04@school.mn,Шинэцэцэг Хишиг,student,123456
st12a05@school.mn,Пүрэвдорж Хонгор,student,123456
st12a06@school.mn,Номин Жаргал,student,123456
st12a07@school.mn,Гэрэлмаа Төгс,student,123456
st12a08@school.mn,Ганчимэг Тэмүүлэл,student,123456
st12a09@school.mn,Цэлмэг Мөнгөн,student,123456
st12a10@school.mn,Нандин Цэцэг,student,123456
st12a11@school.mn,Анударь Цэцэг,student,123456
st12a12@school.mn,Хонгорзул Мандах,student,123456
st12a13@school.mn,Даваажав Ган,student,123456
st12a14@school.mn,Анударь Ган,student,123456
st12a15@school.mn,Гэрэлтуяа Цолмон,student,123456
st12a16@school.mn,Даваажав Мөнх,student,123456
st12a17@school.mn,Идэрбат Мөнх,student,123456
st12a18@school.mn,Хүслэн Хонгор,student,123456
st12a19@school.mn,Энхжин Тэмүүлэл,student,123456
st12a20@school.mn,Пүрэвдорж Тулга,student,123456
st12a21@school.mn,Шинэцэцэг Саруул,student,123456
st12a22@school.mn,Энхбат Дөл,student,123456
st12a23@school.mn,Эрдэнэсайхан Зориг,student,123456
st12a24@school.mn,Төгөлдөр Оюун,student,123456
st12a25@school.mn,Батцэцэг Энх,student,123456
st12b01@school.mn,Ганзориг Мөнх,student,123456
st12b02@school.mn,Нандин Номун,student,123456
st12b03@school.mn,Гантулга Төгс,student,123456
st12b04@school.mn,Амин-Эрдэнэ Нандин,student,123456
st12b05@school.mn,Болдбаатар Хөгжил,student,123456
st12b06@school.mn,Хишигжаргал Очир,student,123456
st12b07@school.mn,Тэмүүлэн Тэнгэр,student,123456
st12b08@school.mn,Удвал Наран,student,123456
st12b09@school.mn,Билгүүн Мөнх,student,123456
st12b10@school.mn,Солонго Шинэ,student,123456
st12b11@school.mn,Баярсайхан Төгс,student,123456
st12b12@school.mn,Баярсайхан Алтан,student,123456
st12b13@school.mn,Марал Итгэл,student,123456
st12b14@school.mn,Билгүүн Ухаан,student,123456
st12b15@school.mn,Ганзориг Тэмүүлэл,student,123456
st12b16@school.mn,Жавхлан Тайван,student,123456
st12b17@school.mn,Жаргалсайхан Тэнгэр,student,123456
st12b18@school.mn,Наранчимэг Ирээдүй,student,123456
st12b19@school.mn,Номин Наран,student,123456
st12b20@school.mn,Хишигжаргал Тэнгэр,student,123456
st12b21@school.mn,Гэрэлмаа Нандин,student,123456
st12b22@school.mn,Нарангэрэл Чимэг,student,123456
st12b23@school.mn,Хонгорзул Итгэл,student,123456
st12b24@school.mn,Бат-Эрдэнэ Бат,student,123456
st12b25@school.mn,Болормаа Мөнгөн,student,123456
st12c01@school.mn,Тэмүүлэн Гэрэл,student,123456
st12c02@school.mn,Хишигжаргал Хишиг,student,123456
st12c03@school.mn,Дөлгөөн Зориг,student,123456
st12c04@school.mn,Нарангэрэл Илч,student,123456
st12c05@school.mn,Мөнх-Оргил Гэрэл,student,123456
st12c06@school.mn,Цэрэннадмид Тэнгэр,student,123456
st12c07@school.mn,Жавхлан Тэнгэр,student,123456
st12c08@school.mn,Энэрэл Ган,student,123456
st12c09@school.mn,Мөнгөнцэцэг Ирээдүй,student,123456
st12c10@school.mn,Нарангэрэл Төгс,student,123456
st12c11@school.mn,Оюун-Эрдэнэ Хонгор,student,123456
st12c12@school.mn,Хишигжаргал Тэмүүлэл,student,123456
st12c13@school.mn,Түмэнжаргал Оюун,student,123456
st12c14@school.mn,Энхбат Тэмүүлэл,student,123456
st12c15@school.mn,Идэрбат Мөнгөн,student,123456
st12c16@school.mn,Эрдэнэсайхан Хас,student,123456
st12c17@school.mn,Пүрэвдорж Жаргал,student,123456
st12c18@school.mn,Гантулга Сод,student,123456
st12c19@school.mn,Солонго Хонгор,student,123456
st12c20@school.mn,Энх-Амгалан Мөнх,student,123456
st12c21@school.mn,Хишигжаргал Ухаан,student,123456
st12c22@school.mn,Урангоо Дөл,student,123456
st12c23@school.mn,Гэрэлмаа Илч,student,123456
st12c24@school.mn,Шинэцэцэг Туяа,student,123456
st12c25@school.mn,Ганчимэг Сүх,student,123456
suragch@gmail.com,Нандин Илч,student,123456
