email,full_name,role,password
parent_07a05@school.mn,Амаржаргал Хас,parent,123456
parent_07a06@school.mn,Жавхлан Тэмүү,parent,123456
parent_07a07@school.mn,Хүслэн Нандин,parent,123456
parent_07a08@school.mn,Гантулга Алтан,parent,123456
parent_07a09@school.mn,Гэрэлтуяа Зам,parent,123456
parent_07a10@school.mn,Мөнхзул Бат,parent,123456
parent_07a11@school.mn,Энхтүвшин Зориг,parent,123456
parent_07a12@school.mn,Дөлгөөн Отгон,parent,123456
parent_07a13@school.mn,Лхагвадорж Ухаан,parent,123456
parent_07a14@school.mn,Энхжин Мандах,parent,123456
parent_07a15@school.mn,Уянга Шинэ,parent,123456
parent_07a16@school.mn,Урангоо Саруул,parent,123456
parent_07a17@school.mn,Даваажав Тэнгэр,parent,123456
parent_07a18@school.mn,Эрдэнэсайхан Уянга,parent,123456
parent_07a19@school.mn,Амин-Эрдэнэ Гэрэл,parent,123456
parent_07a20@school.mn,Саруул Төгс,parent,123456
parent_07a21@school.mn,Билгүүн Тэмүү,parent,123456
parent_07a22@school.mn,Мишээл Нандин,parent,123456
parent_07a23@school.mn,Отгонжаргал Сүх,parent,123456
parent_07a24@school.mn,Жавхлан Отгон,parent,123456
parent_07a25@school.mn,Хонгорзул Хөгжил,parent,123456
parent_07b01@school.mn,Энхбат Ухаан,parent,123456
parent_07b02@school.mn,Дөлгөөн Бат,parent,123456
parent_07b03@school.mn,Цэрэннадмид Итгэл,parent,123456
parent_07b04@school.mn,Амин-Эрдэнэ Цолмон,parent,123456
parent_07b05@school.mn,Очирбат Илч,parent,123456
parent_07b06@school.mn,Амин-Эрдэнэ Зориг,parent,123456
parent_07b07@school.mn,Нямдорж Сүх,parent,123456
parent_07b08@school.mn,Хонгорзул Хүч,parent,123456
parent_07b09@school.mn,Энх-Амгалан Хонгор,parent,123456
parent_07b10@school.mn,Цогтгэрэл Хонгор,parent,123456
parent_07b11@school.mn,Номин Хонгор,parent,123456
parent_07b12@school.mn,Золбоо Хишиг,parent,123456
parent_07b13@school.mn,Баярмаа Тэмүүлэл,parent,123456
parent_07b14@school.mn,Золбоо Мөнх,parent,123456
parent_07b15@school.mn,Батцэцэг Тэмүүлэл,parent,123456
parent_07b16@school.mn,Бат-Эрдэнэ Эрдэм,parent,123456
parent_07b17@school.mn,Ганчимэг Эрдэм,parent,123456
parent_07b18@school.mn,Жаргалсайхан Хүч,parent,123456
parent_07b19@school.mn,Цэлмэг Жаргал,parent,123456
parent_07b20@school.mn,Энэрэл Бат,parent,123456
parent_07b21@school.mn,Цэрэннадмид Мандах,parent,123456
parent_07b22@school.mn,Тэнүүн Төгс,parent,123456
parent_07b23@school.mn,Тэмүүлэн Хүч,parent,123456
parent_07b24@school.mn,Урангоо Алтан,parent,123456
parent_07b25@school.mn,Цэрэннадмид Уянга,parent,123456
parent_07c01@school.mn,Нандин Эрдэм,parent,123456
parent_07c02@school.mn,Нямдорж Жаргал,parent,123456
parent_07c03@school.mn,Гэрэлтуяа Ухаан,parent,123456
parent_07c04@school.mn,Урангоо Итгэл,parent,123456
parent_07c05@school.mn,Отгонбаяр Ухаан,parent,123456
parent_07c06@school.mn,Очирбат Шинэ,parent,123456
parent_07c07@school.mn,Саруул Итгэл,parent,123456
parent_07c08@school.mn,Батцэцэг Хас,parent,123456
parent_07c09@school.mn,Удвал Сар,parent,123456
parent_07c10@school.mn,Баярмаа Болд,parent,123456
parent_07c11@school.mn,Мөнгөнцэцэг Цолмон,parent,123456
parent_07c12@school.mn,Дөлгөөн Энх,parent,123456
parent_07c13@school.mn,Отгонбаяр Илч,parent,123456
parent_07c14@school.mn,Золбоо Хас,parent,123456
parent_07c15@school.mn,Гэрэлмаа Оргил,parent,123456
parent_07c16@school.mn,Эрдэнэбат Түмэн,parent,123456
parent_07c17@school.mn,Ганчимэг Тулга,parent,123456
parent_07c18@school.mn,Жавхлан Нандин,parent,123456
parent_07c19@school.mn,Гантулга Шинэ,parent,123456
parent_07c20@school.mn,Идэрбат Итгэл,parent,123456
parent_07c21@school.mn,Отгонбаяр Тэнгэр,parent,123456
parent_07c22@school.mn,Түмэнжаргал Ухаан,parent,123456
parent_07c23@school.mn,Нямдорж Сар,parent,123456
parent_07c24@school.mn,Номин Сод,parent,123456
parent_07c25@school.mn,Хулан Номун,parent,123456
parent_08a01@school.mn,Бат-Эрдэнэ Хөгжил,parent,123456
parent_08a02@school.mn,Түмэнжаргал Цолмон,parent,123456
parent_08a03@school.mn,Золбоо Хонгор,parent,123456
parent_08a04@school.mn,Хишигжаргал Шинэ,parent,123456
parent_08a05@school.mn,Удвал Тэмүү,parent,123456
parent_08a06@school.mn,Бат-Эрдэнэ Тулга,parent,123456
parent_08a07@school.mn,Очирбат Тэмүү,parent,123456
parent_08a08@school.mn,Гэрэлмаа Ирээдүй,parent,123456
parent_08a09@school.mn,Цэлмэг Ухаан,parent,123456
parent_08a10@school.mn,Энх-Амгалан Уянга,parent,123456
parent_08a11@school.mn,Гэрэлтуяа Болд,parent,123456
parent_08a12@school.mn,Сарнай Хүч,parent,123456
parent_08a13@school.mn,Отгонжаргал Цолмон,parent,123456
parent_08a14@school.mn,Хүслэн Баяр,parent,123456
parent_08a15@school.mn,Энэрэл Хишиг,parent,123456
parent_08a16@school.mn,Оюун-Эрдэнэ Мөнх,parent,123456
parent_08a17@school.mn,Цэрэннадмид Очир,parent,123456
parent_08a18@school.mn,Болдбаатар Баяр,parent,123456
parent_08a19@school.mn,Хүслэн Цэцэг,parent,123456
parent_08a20@school.mn,Сүхбат Тэмүүлэл,parent,123456
parent_08a21@school.mn,Эрдэнэчимэг Отгон,parent,123456
parent_08a22@school.mn,Содном Туяа,parent,123456
parent_08a23@school.mn,Уянга Энх,parent,123456
parent_08a24@school.mn,Ганчимэг Жаргал,parent,123456
parent_08a25@school.mn,Цэрэннадмид Баяр,parent,123456
parent_08b01@school.mn,Цогтгэрэл Оюун,parent,123456
parent_08b02@school.mn,Батзориг Гэрэл,parent,123456
parent_08b03@school.mn,Эрдэнэбат Дөл,parent,123456
parent_08b04@school.mn,Амаржаргал Баяр,parent,123456
parent_08b05@school.mn,Удвал Энх,parent,123456
parent_08b06@school.mn,Болормаа Илч,parent,123456
parent_08b07@school.mn,Мөнхзул Төгс,parent,123456
parent_08b08@school.mn,Шинэцэцэг Мөнгөн,parent,123456
parent_08b09@school.mn,Лхагвадорж Ирээдүй,parent,123456
parent_08b10@school.mn,Содном Хонгор,parent,123456
parent_08b11@school.mn,Батцэцэг Ирээдүй,parent,123456
parent_08b12@school.mn,Урангоо Тэмүү,parent,123456
parent_08b13@school.mn,Оюун-Эрдэнэ Төгс,parent,123456
parent_08b14@school.mn,Батзориг Жаргал,parent,123456
parent_08b15@school.mn,Нямдорж Наран,parent,123456
parent_08b16@school.mn,Амаржаргал Саруул,parent,123456
parent_08b17@school.mn,Мөнх-Оргил Баяр,parent,123456
parent_08b18@school.mn,Саруул Эрдэнэ,parent,123456
parent_08b19@school.mn,Удвал Эрдэнэ,parent,123456
parent_08b20@school.mn,Алтансүх Тайван,parent,123456
parent_08b21@school.mn,Мөнгөнцэцэг Сүх,parent,123456
parent_08b22@school.mn,Тэмүүлэн Туяа,parent,123456
parent_08b23@school.mn,Гэрэлмаа Оюун,parent,123456
parent_08b24@school.mn,Номин Мөнгөн,parent,123456
parent_08b25@school.mn,Саруул Хас,parent,123456
parent_08c01@school.mn,Очирбат Туяа,parent,123456
parent_08c02@school.mn,Энх-Амгалан Ухаан,parent,123456
parent_08c03@school.mn,Энхжин Бат,parent,123456
parent_08c04@school.mn,Хонгорзул Ирээдүй,parent,123456
parent_08c05@school.mn,Эрдэнэчимэг Ган,parent,123456
parent_08c06@school.mn,Сүхбат Ухаан,parent,123456
parent_08c07@school.mn,Энх-Амгалан Хөгжил,parent,123456
parent_08c08@school.mn,Энхжин Энх,parent,123456
parent_08c09@school.mn,Цогтгэрэл Гэрэл,parent,123456
parent_08c10@school.mn,Цэрэннадмид Мөнх,parent,123456
parent_08c11@school.mn,Отгонбаяр Эрдэнэ,parent,123456
parent_08c12@school.mn,Оюун-Эрдэнэ Бат,parent,123456
parent_08c13@school.mn,Амин-Эрдэнэ Отгон,parent,123456
parent_08c14@school.mn,Хүслэн Зориг,parent,123456
parent_08c15@school.mn,Идэрбат Гэрэл,parent,123456
parent_08c16@school.mn,Гэрэлтуяа Сүх,parent,123456
parent_08c17@school.mn,Түмэнжаргал Бат,parent,123456
parent_08c18@school.mn,Золбоо Хүч,parent,123456
parent_08c19@school.mn,Тэнүүн Итгэл,parent,123456
parent_08c20@school.mn,Мөнхзул Мөнх,parent,123456
parent_08c21@school.mn,Мишээл Төгс,parent,123456
parent_08c22@school.mn,Амин-Эрдэнэ Мөнгөн,parent,123456
parent_08c23@school.mn,Хонгорзул Төгс,parent,123456
parent_08c24@school.mn,Тэмүүлэн Алтан,parent,123456
parent_08c25@school.mn,Золбоо Оюун,parent,123456
parent_09a01@school.mn,Содном Итгэл,parent,123456
parent_09a02@school.mn,Цогтгэрэл Тэмүүлэл,parent,123456
parent_09a03@school.mn,Уянга Цолмон,parent,123456
parent_09a04@school.mn,Номин Төгс,parent,123456
parent_09a05@school.mn,Нарангэрэл Туяа,parent,123456
parent_09a06@school.mn,Хулан Зам,parent,123456
parent_09a07@school.mn,Энхжин Илч,parent,123456
parent_09a08@school.mn,Бат-Эрдэнэ Дөл,parent,123456
parent_09a09@school.mn,Анударь Саруул,parent,123456
parent_09a10@school.mn,Нарангэрэл Амар,parent,123456
parent_09a11@school.mn,Энх-Амгалан Хишиг,parent,123456
parent_09a12@school.mn,Нямдорж Төгс,parent,123456
parent_09a13@school.mn,Энхбат Баяр,parent,123456
parent_09a14@school.mn,Одонтуяа Чимэг,parent,123456
parent_09a15@school.mn,Амаржаргал Хонгор,parent,123456
parent_09a16@school.mn,Энхтүвшин Уянга,parent,123456
parent_09a17@school.mn,Одонтуяа Туяа,parent,123456
parent_09a18@school.mn,Тунгалаг Хонгор,parent,123456
parent_09a19@school.mn,Лхагвадорж Хүч,parent,123456
parent_09a20@school.mn,Болдбаатар Тэмүүлэл,parent,123456
parent_09a21@school.mn,Уянга Хишиг,parent,123456
parent_09a22@school.mn,Мөнх-Оргил Алтан,parent,123456
parent_09a23@school.mn,Анударь Цолмон,parent,123456
parent_09a24@school.mn,Дөлгөөн Эрдэм,parent,123456
parent_09a25@school.mn,Цэлмэг Хөгжил,parent,123456
parent_09b01@school.mn,Шинэцэцэг Жаргал,parent,123456
parent_09b02@school.mn,Идэрбат Жаргал,parent,123456
parent_09b03@school.mn,Энэрэл Болд,parent,123456
parent_09b04@school.mn,Урангоо Нандин,parent,123456
parent_09b05@school.mn,Тэмүүлэн Мөнх,parent,123456
parent_09b06@school.mn,Хонгорзул Зориг,parent,123456
parent_09b07@school.mn,Цогтгэрэл Амар,parent,123456
parent_09b08@school.mn,Гэрэлмаа Туяа,parent,123456
parent_09b09@school.mn,Нямдорж Тэнгэр,parent,123456
parent_09b10@school.mn,Анударь Итгэл,parent,123456
parent_09b11@school.mn,Батцэцэг Хүч,parent,123456
parent_09b12@school.mn,Алтансүх Хүч,parent,123456
parent_09b13@school.mn,Алтансүх Хас,parent,123456
parent_09b14@school.mn,Мөнх-Оргил Цэцэг,parent,123456
parent_09b15@school.mn,Цэлмэг Гэрэл,parent,123456
parent_09b16@school.mn,Содном Болд,parent,123456
parent_09b17@school.mn,Даваажав Мөнгөн,parent,123456
parent_09b18@school.mn,Нарангэрэл Тайван,parent,123456
parent_09b19@school.mn,Мишээл Зам,parent,123456
parent_09b20@school.mn,Нарангэрэл Нандин,parent,123456
parent_09b21@school.mn,Дөлгөөн Номун,parent,123456
parent_09b22@school.mn,Билгүүн Сод,parent,123456
parent_09b23@school.mn,Эрдэнэбат Хас,parent,123456
parent_09b24@school.mn,Эрдэнэчимэг Сод,parent,123456
parent_09b25@school.mn,Жавхлан Хас,parent,123456
parent_09c01@school.mn,Энх-Амгалан Сүх,parent,123456
parent_09c02@school.mn,Мишээл Түмэн,parent,123456
parent_09c03@school.mn,Жаргалсайхан Гэрэл,parent,123456
parent_09c04@school.mn,Оюун-Эрдэнэ Нандин,parent,123456
parent_09c05@school.mn,Тэмүүжин Зориг,parent,123456
parent_09c06@school.mn,Нандин Уянга,parent,123456
parent_09c07@school.mn,Гэрэлмаа Дөл,parent,123456
parent_09c08@school.mn,Сарнай Чимэг,parent,123456
parent_09c09@school.mn,Жаргалсайхан Оюун,parent,123456
parent_09c10@school.mn,Ганзориг Номун,parent,123456
parent_09c11@school.mn,Отгонбаяр Уянга,parent,123456
parent_09c12@school.mn,Хонгорзул Хишиг,parent,123456
parent_09c13@school.mn,Билгүүн Хөгжил,parent,123456
parent_09c14@school.mn,Болдбаатар Ган,parent,123456
parent_09c15@school.mn,Марал Энх,parent,123456
parent_09c16@school.mn,Отгонжаргал Илч,parent,123456
parent_09c17@school.mn,Оюун-Эрдэнэ Мөнгөн,parent,123456
parent_09c18@school.mn,Гэрэлмаа Хас,parent,123456
parent_09c19@school.mn,Тунгалаг Тулга,parent,123456
parent_09c20@school.mn,Амин-Эрдэнэ Сар,parent,123456
parent_09c21@school.mn,Энэрэл Хөгжил,parent,123456
parent_09c22@school.mn,Цэрэннадмид Бат,parent,123456
parent_09c23@school.mn,Цогтгэрэл Зориг,parent,123456
parent_09c24@school.mn,Саруул Амар,parent,123456
parent_09c25@school.mn,Амин-Эрдэнэ Ухаан,parent,123456
parent_10a01@school.mn,Болормаа Мөнх,parent,123456
parent_10a02@school.mn,Эрдэнэбат Цэцэг,parent,123456
parent_10a03@school.mn,Пүрэвдорж Оргил,parent,123456
parent_10a04@school.mn,Хишигжаргал Эрдэм,parent,123456
parent_10a05@school.mn,Тэмүүлэн Бат,parent,123456
parent_10a06@school.mn,Энхтүвшин Мөнх,parent,123456
parent_10a07@school.mn,Ганзориг Болд,parent,123456
parent_10a08@school.mn,Энхбат Бат,parent,123456
parent_10a09@school.mn,Гантулга Тайван,parent,123456
parent_10a10@school.mn,Идэрбат Саруул,parent,123456
parent_10a11@school.mn,Гэрэлмаа Тэмүүлэл,parent,123456
parent_10a12@school.mn,Мөнгөнцэцэг Чимэг,parent,123456
parent_10a13@school.mn,Отгонбаяр Гэрэл,parent,123456
parent_10a14@school.mn,Тунгалаг Оюун,parent,123456
parent_10a15@school.mn,Анударь Ухаан,parent,123456
parent_10a16@school.mn,Золбоо Энх,parent,123456
parent_10a17@school.mn,Цэрэннадмид Туяа,parent,123456
parent_10a18@school.mn,Баярсайхан Баяр,parent,123456
parent_10a19@school.mn,Содном Энх,parent,123456
parent_10a20@school.mn,Батцэцэг Сүх,parent,123456
parent_10a21@school.mn,Уянга Мандах,parent,123456
parent_10a22@school.mn,Түмэнжаргал Зам,parent,123456
parent_10a23@school.mn,Амин-Эрдэнэ Сүх,parent,123456
parent_10a24@school.mn,Саруул Зориг,parent,123456
parent_10a25@school.mn,Энэрэл Мөнгөн,parent,123456
parent_10b01@school.mn,Дөлгөөн Хишиг,parent,123456
parent_10b02@school.mn,Жаргалсайхан Зам,parent,123456
parent_10b03@school.mn,Золбоо Жаргал,parent,123456
parent_10b04@school.mn,Номин Хишиг,parent,123456
parent_10b05@school.mn,Нямдорж Хонгор,parent,123456
parent_10b06@school.mn,Батзориг Зориг,parent,123456
parent_10b07@school.mn,Эрдэнэсайхан Сар,parent,123456
parent_10b08@school.mn,Нандин Чимэг,parent,123456
parent_10b09@school.mn,Лхагвадорж Шинэ,parent,123456
parent_10b10@school.mn,Жавхлан Очир,parent,123456
parent_10b11@school.mn,Энхжин Зам,parent,123456
parent_10b12@school.mn,Нямдорж Амар,parent,123456
parent_10b13@school.mn,Номин Зориг,parent,123456
parent_10b14@school.mn,Пүрэвдорж Цолмон,parent,123456
parent_10b15@school.mn,Мөнхзул Зориг,parent,123456
parent_10b16@school.mn,Гэрэлтуяа Бат,parent,123456
parent_10b17@school.mn,Мөнх-Оргил Наран,parent,123456
parent_10b18@school.mn,Мөнгөнцэцэг Оргил,parent,123456
parent_10b19@school.mn,Бат-Эрдэнэ Ухаан,parent,123456
parent_10b20@school.mn,Солонго Сар,parent,123456
parent_10b21@school.mn,Лхагвадорж Туяа,parent,123456
parent_10b22@school.mn,Цогтгэрэл Тайван,parent,123456
parent_10b23@school.mn,Хүслэн Чимэг,parent,123456
parent_10b24@school.mn,Отгонбаяр Зам,parent,123456
parent_10b25@school.mn,Болормаа Номун,parent,123456
parent_10c01@school.mn,Хишигжаргал Ган,parent,123456
parent_10c02@school.mn,Хулан Зориг,parent,123456
parent_10c03@school.mn,Баярмаа Итгэл,parent,123456
parent_10c04@school.mn,Урангоо Хүч,parent,123456
parent_10c05@school.mn,Удвал Оюун,parent,123456
parent_10c06@school.mn,Тэмүүжин Хас,parent,123456
parent_10c07@school.mn,Мишээл Амар,parent,123456
parent_10c08@school.mn,Энхтүвшин Ган,parent,123456
parent_10c09@school.mn,Энхжин Эрдэнэ,parent,123456
parent_10c10@school.mn,Марал Тайван,parent,123456
parent_10c11@school.mn,Төгөлдөр Жаргал,parent,123456
parent_10c12@school.mn,Баярсайхан Номун,parent,123456
parent_10c13@school.mn,Ганзориг Хүч,parent,123456
parent_10c14@school.mn,Наранчимэг Очир,parent,123456
parent_10c15@school.mn,Ганзориг Эрдэнэ,parent,123456
parent_10c16@school.mn,Энэрэл Номун,parent,123456
parent_10c17@school.mn,Энхбат Уянга,parent,123456
parent_10c18@school.mn,Батцэцэг Шинэ,parent,123456
parent_10c19@school.mn,Батцэцэг Тэмүү,parent,123456
parent_10c20@school.mn,Хонгорзул Дөл,parent,123456
parent_10c21@school.mn,Болормаа Гэрэл,parent,123456
parent_10c22@school.mn,Шинэцэцэг Цолмон,parent,123456
parent_10c23@school.mn,Баярмаа Мандах,parent,123456
parent_10c24@school.mn,Номин Номун,parent,123456
parent_10c25@school.mn,Энхтүвшин Гэрэл,parent,123456
parent_11a01@school.mn,Энэрэл Энх,parent,123456
parent_11a02@school.mn,Шинэцэцэг Алтан,parent,123456
parent_11a03@school.mn,Отгонжаргал Хөгжил,parent,123456
parent_11a04@school.mn,Түмэнжаргал Номун,parent,123456
parent_11a05@school.mn,Нямдорж Очир,parent,123456
parent_11a06@school.mn,Энэрэл Наран,parent,123456
parent_11a07@school.mn,Батзориг Туяа,parent,123456
parent_11a08@school.mn,Удвал Ирээдүй,parent,123456
parent_11a09@school.mn,Тунгалаг Төгс,parent,123456
parent_11a10@school.mn,Цэлмэг Ирээдүй,parent,123456
parent_11a11@school.mn,Мишээл Оргил,parent,123456
parent_11a12@school.mn,Отгонжаргал Чимэг,parent,123456
parent_11a13@school.mn,Болормаа Зориг,parent,123456
parent_11a14@school.mn,Нямдорж Саруул,parent,123456
parent_11a15@school.mn,Содном Алтан,parent,123456
parent_11a16@school.mn,Урангоо Сод,parent,123456
parent_11a17@school.mn,Наранчимэг Түмэн,parent,123456
parent_11a18@school.mn,Цэрэннадмид Эрдэнэ,parent,123456
parent_11a19@school.mn,Ганзориг Тулга,parent,123456
parent_11a20@school.mn,Жаргалсайхан Түмэн,parent,123456
parent_11a21@school.mn,Цэлмэг Цолмон,parent,123456
parent_11a22@school.mn,Жавхлан Чимэг,parent,123456
parent_11a23@school.mn,Батзориг Итгэл,parent,123456
parent_11a24@school.mn,Марал Сод,parent,123456
parent_11a25@school.mn,Нандин Төгс,parent,123456
parent_11b01@school.mn,Дөлгөөн Хас,parent,123456
parent_11b02@school.mn,Тэмүүжин Илч,parent,123456
parent_11b03@school.mn,Болдбаатар Саруул,parent,123456
parent_11b04@school.mn,Сарнай Цэцэг,parent,123456
parent_11b05@school.mn,Эрдэнэбат Тэмүүлэл,parent,123456
parent_11b06@school.mn,Одонтуяа Оргил,parent,123456
parent_11b07@school.mn,Алтансүх Зориг,parent,123456
parent_11b08@school.mn,Золбоо Тайван,parent,123456
parent_11b09@school.mn,Наранчимэг Сар,parent,123456
parent_11b10@school.mn,Солонго Уянга,parent,123456
parent_11b11@school.mn,Бат-Эрдэнэ Наран,parent,123456
parent_11b12@school.mn,Солонго Тайван,parent,123456
parent_11b13@school.mn,Солонго Чимэг,parent,123456
parent_11b14@school.mn,Бат-Эрдэнэ Тэмүүлэл,parent,123456
parent_11b15@school.mn,Жаргалсайхан Амар,parent,123456
parent_11b16@school.mn,Гэрэлтуяа Эрдэм,parent,123456
parent_11b17@school.mn,Очирбат Түмэн,parent,123456
parent_11b18@school.mn,Пүрэвдорж Туяа,parent,123456
parent_11b19@school.mn,Төгөлдөр Ирээдүй,parent,123456
parent_11b20@school.mn,Гэрэлмаа Сүх,parent,123456
parent_11b21@school.mn,Даваажав Зам,parent,123456
parent_11b22@school.mn,Идэрбат Сар,parent,123456
parent_11b23@school.mn,Билгүүн Төгс,parent,123456
parent_11b24@school.mn,Удвал Итгэл,parent,123456
parent_11b25@school.mn,Энэрэл Сар,parent,123456
parent_11c01@school.mn,Ганчимэг Тайван,parent,123456
parent_11c02@school.mn,Цэлмэг Сар,parent,123456
parent_11c03@school.mn,Билгүүн Болд,parent,123456
parent_11c04@school.mn,Энхбат Туяа,parent,123456
parent_11c05@school.mn,Тэмүүжин Хөгжил,parent,123456
parent_11c06@school.mn,Батцэцэг Уянга,parent,123456
parent_11c07@school.mn,Отгонбаяр Амар,parent,123456
parent_11c08@school.mn,Цогтгэрэл Зам,parent,123456
parent_11c09@school.mn,Идэрбат Амар,parent,123456
parent_11c10@school.mn,Лхагвадорж Зориг,parent,123456
parent_11c11@school.mn,Идэрбат Дөл,parent,123456
parent_11c12@school.mn,Болдбаатар Алтан,parent,123456
parent_11c13@school.mn,Эрдэнэсайхан Тайван,parent,123456
parent_11c14@school.mn,Отгонжаргал Жаргал,parent,123456
parent_11c15@school.mn,Удвал Туяа,parent,123456
parent_11c16@school.mn,Энэрэл Тэмүүлэл,parent,123456
parent_11c17@school.mn,Цогтгэрэл Дөл,parent,123456
parent_11c18@school.mn,Жаргалсайхан Наран,parent,123456
parent_11c19@school.mn,Төгөлдөр Нандин,parent,123456
parent_11c20@school.mn,Энхжин Болд,parent,123456
parent_11c21@school.mn,Ганчимэг Хүч,parent,123456
parent_11c22@school.mn,Энхжин Түмэн,parent,123456
parent_11c23@school.mn,Нарангэрэл Гэрэл,parent,123456
parent_11c24@school.mn,Энхбат Сар,parent,123456
parent_11c25@school.mn,Гантулга Хөгжил,parent,123456
parent_12a01@school.mn,Одонтуяа Амар,parent,123456
parent_12a02@school.mn,Очирбат Амар,parent,123456
parent_12a03@school.mn,Наранчимэг Наран,parent,123456
parent_12a04@school.mn,Цогтгэрэл Очир,parent,123456
parent_12a05@school.mn,Марал Хонгор,parent,123456
parent_12a06@school.mn,Сүхбат Илч,parent,123456
parent_12a07@school.mn,Анударь Мөнгөн,parent,123456
parent_12a08@school.mn,Энэрэл Саруул,parent,123456
parent_12a09@school.mn,Амин-Эрдэнэ Эрдэм,parent,123456
parent_12a10@school.mn,Анударь Уянга,parent,123456
parent_12a11@school.mn,Болормаа Энх,parent,123456
parent_12a12@school.mn,Мөнх-Оргил Сүх,parent,123456
parent_12a13@school.mn,Даваажав Болд,parent,123456
parent_12a14@school.mn,Энх-Амгалан Хас,parent,123456
parent_12a15@school.mn,Наранчимэг Тэмүүлэл,parent,123456
parent_12a16@school.mn,Хишигжаргал Сод,parent,123456
parent_12a17@school.mn,Төгөлдөр Болд,parent,123456
parent_12a18@school.mn,Цэлмэг Хүч,parent,123456
parent_12a19@school.mn,Лхагвадорж Цэцэг,parent,123456
parent_12a20@school.mn,Энхтүвшин Амар,parent,123456
parent_12a21@school.mn,Удвал Хонгор,parent,123456
parent_12a22@school.mn,Тунгалаг Туяа,parent,123456
parent_12a23@school.mn,Хулан Болд,parent,123456
parent_12a24@school.mn,Удвал Зориг,parent,123456
parent_12a25@school.mn,Энх-Амгалан Саруул,parent,123456
parent_12b01@school.mn,Шинэцэцэг Эрдэнэ,parent,123456
parent_12b02@school.mn,Жавхлан Уянга,parent,123456
parent_12b03@school.mn,Хонгорзул Түмэн,parent,123456
parent_12b04@school.mn,Энхтүвшин Нандин,parent,123456
parent_12b05@school.mn,Гэрэлтуяа Нандин,parent,123456
parent_12b06@school.mn,Хулан Тэмүүлэл,parent,123456
parent_12b07@school.mn,Эрдэнэбат Мөнгөн,parent,123456
parent_12b08@school.mn,Тэнүүн Амар,parent,123456
parent_12b09@school.mn,Нямдорж Отгон,parent,123456
parent_12b10@school.mn,Оюун-Эрдэнэ Зам,parent,123456
parent_12b11@school.mn,Пүрэвдорж Мөнх,parent,123456
parent_12b12@school.mn,Пүрэвдорж Сүх,parent,123456
parent_12b13@school.mn,Номин Сар,parent,123456
parent_12b14@school.mn,Сарнай Гэрэл,parent,123456
parent_12b15@school.mn,Пүрэвдорж Баяр,parent,123456
parent_12b16@school.mn,Жаргалсайхан Дөл,parent,123456
parent_12b17@school.mn,Шинэцэцэг Илч,parent,123456
parent_12b18@school.mn,Амин-Эрдэнэ Очир,parent,123456
parent_12b19@school.mn,Номин Баяр,parent,123456
parent_12b20@school.mn,Батцэцэг Номун,parent,123456
parent_12b21@school.mn,Ганчимэг Тэнгэр,parent,123456
parent_12b22@school.mn,Болормаа Сод,parent,123456
parent_12b23@school.mn,Түмэнжаргал Мөнх,parent,123456
parent_12b24@school.mn,Даваажав Шинэ,parent,123456
parent_12b25@school.mn,Тэмүүжин Алтан,parent,123456
parent_12c01@school.mn,Даваажав Ирээдүй,parent,123456
parent_12c02@school.mn,Нямдорж Болд,parent,123456
parent_12c03@school.mn,Оюун-Эрдэнэ Хүч,parent,123456
parent_12c04@school.mn,Алтансүх Оюун,parent,123456
parent_12c05@school.mn,Энэрэл Очир,parent,123456
parent_12c06@school.mn,Одонтуяа Ухаан,parent,123456
parent_12c07@school.mn,Удвал Түмэн,parent,123456
parent_12c08@school.mn,Урангоо Уянга,parent,123456
parent_12c09@school.mn,Энхжин Оюун,parent,123456
parent_12c10@school.mn,Хулан Туяа,parent,123456
parent_12c11@school.mn,Удвал Сод,parent,123456
parent_12c12@school.mn,Шинэцэцэг Тулга,parent,123456
parent_12c13@school.mn,Цэлмэг Саруул,parent,123456
parent_12c14@school.mn,Баярмаа Мөнгөн,parent,123456
parent_12c15@school.mn,Энхжин Номун,parent,123456
parent_12c16@school.mn,Энхбат Сүх,parent,123456
parent_12c17@school.mn,Алтансүх Туяа,parent,123456
parent_12c18@school.mn,Номин Түмэн,parent,123456
parent_12c19@school.mn,Гантулга Сар,parent,123456
parent_12c20@school.mn,Энхтүвшин Хөгжил,parent,123456
parent_12c21@school.mn,Бат-Эрдэнэ Мөнх,parent,123456
parent_12c22@school.mn,Хишигжаргал Ирээдүй,parent,123456
parent_12c23@school.mn,Энхтүвшин Мөнгөн,parent,123456
parent_12c24@school.mn,Сарнай Наран,parent,123456
parent_12c25@school.mn,Солонго Бат,parent,123456
